date,r
2011-03-31,0.0021165054866334465
2011-04-30,0.028236288016636246
2011-05-31,-0.013493442881971851
2011-06-30,-0.018579024921519638
2011-07-31,-0.023141197206083874
2011-08-31,-0.058906077717264194
2011-09-30,-0.07590712206206085
2011-10-31,0.1115337329030277
2011-11-30,-0.004666274930005931
2011-12-31,0.007501041811362796
2012-01-31,0.04608437887770589
2012-02-29,0.04013311805990316
2012-03-31,0.030031361865238804
2012-04-30,-0.007350453636782994
2012-05-31,-0.06298797868385175
2012-06-30,0.037760804153027294
2012-07-31,0.010769475864266465
2012-08-31,0.02137250575292371
2012-09-30,0.023672108885528287
2012-10-31,-0.018933912204534553
2012-11-30,0.004425322679778798
2012-12-31,0.008995227022396302
2013-01-31,0.05239856874279836
2013-02-28,0.010920301965078094
2013-03-31,0.03702436938862741
2013-04-30,0.016243403693931402
2013-05-31,0.021555104800540903
2013-06-30,-0.014958170073070098
2013-07-31,0.05106565968769328
2013-08-31,-0.03170787838494382
2013-09-30,0.03261414952333164
2013-10-31,0.0435783335890747
2013-11-30,0.02727540067637113
2013-12-31,0.023640831126696682
2014-01-31,-0.034584013050571016
2014-02-28,0.043475112248346326
2014-03-31,0.006500566775395011
2014-04-30,0.0031028776316999185
2014-05-31,0.01995738148156634
2014-06-30,0.021656108190681644
2014-07-31,-0.01882228769954697
2014-08-31,0.038725292456635696
2014-09-30,-0.019352750809061514
2014-10-31,0.025652872197654775
2014-11-30,0.02295201527274293
2014-12-31,-0.002285642391327114
2015-01-31,-0.02967633459436736
2015-02-28,0.0546049211575117
2015-03-31,-0.014048347676066442
2015-04-30,0.005499427143005997
2015-05-31,0.011063001098013059
2015-06-30,-0.019527488064258303
2015-07-31,0.017262277951933136
2015-08-31,-0.06185799983564799
2015-09-30,-0.02735136318843745
2015-10-31,0.08012878242074928
2015-11-30,0.0021469515372589676
2015-12-31,-0.020529140147260594
2016-01-31,-0.05160221698413714
2016-02-29,-0.0025077808378675126
2016-03-31,0.06767828683023192
2016-04-30,0.0035951560003364413
2016-05-31,0.015774588876086737
2016-06-30,0.001113677610955266
2016-07-31,0.0365456717893784
2016-08-31,-0.00047698545194374553
2016-09-30,-0.001511174739521226
2016-10-31,-0.020830014338059644
2016-11-30,0.040105755541997246
2016-12-31,0.01881037112353834
2017-01-31,0.017004452633195166
2017-02-28,0.03553500660501996
2017-03-31,-0.0008382993457620724
2017-04-30,0.008955441661954833
2017-05-31,0.00920134495101066
2017-06-30,0.006233542909344969
2017-07-31,0.018228749443702785
2017-08-31,-0.0015210056119862037
2017-09-30,0.02225451743941731
2017-10-31,0.021735779250809273
2017-11-30,0.028750083819486294
2017-12-31,0.008669154431534931
2018-01-31,0.05323187773631255
2018-02-28,-0.03942080559560701
2018-03-31,-0.023217935615738372
2018-04-30,0.002517573974170295
2018-05-31,0.024101493705563914
2018-06-30,0.004856533231425875
2018-07-31,0.03452865767664437
2018-08-31,0.030802928652390982
2018-09-30,0.0019911734549831195
2018-10-31,-0.07231088668416608
2018-11-30,0.01847966293651271
2018-12-31,-0.09417526015915623
2019-01-31,0.08104174247543794
2019-02-28,0.030839263961018215
2019-03-31,0.01469399179002373
2019-04-30,0.03927548002513137
2019-05-31,-0.0673989973459157
2019-06-30,0.06939240146089265
2019-07-31,0.012906945799698422
2019-08-31,-0.020463867116229495
2019-09-30,0.018283687731898812
2019-10-31,0.019740693046125024
2019-11-30,0.03352227882614622
2019-12-31,0.028436150567195728
2020-01-31,-0.0042392903913919255
2020-02-29,-0.0851738865161683
2020-03-31,-0.13242333970625286
2020-04-30,0.12755816734428915
2020-05-31,0.04664798121354452
2020-06-30,0.018354467025649912
2020-07-31,0.05421309984080058
2020-08-31,0.06729498692123093
2020-09-30,-0.03913741046275121
2020-10-31,-0.023849905994030918
2020-11-30,0.11114553168563535
2020-12-31,0.03978326484599437
